DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	4q22.1	4	89587189	SNCA	GPRIN3 - SNCA	ENSG00000185477	ENSG00000145335		279252	113156	rs10516839-T	rs10516839	0	10516839	intron_variant	1	NR	4E-17	16.397940008672037		0.1382	[0.11-0.17] unit decrease	Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	4q24	4	102267552	SLC39A8	SLC39A8			ENSG00000138821			rs13107325-T	rs13107325	0	13107325	missense_variant	0	NR	7E-8	7.154901959985743		0.1495	[0.095-0.204] unit decrease	Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	4q26	4	113422713	RNU1-138P	CAMK2D			ENSG00000145349			rs17483653-A	rs17483653	0	17483653	intron_variant	0	NR	5E-7	6.301029995663981		0.1043	[0.064-0.145] unit increase	Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	14q22.2	14	54882151	GCH1	GCH1			ENSG00000131979			rs11158026-T	rs11158026	0	11158026	intron_variant	0	NR	1E-10	10.0		0.0993	[0.069-0.129] unit decrease	Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	14q31.3	14	88006268	GPR65	GPR65			ENSG00000140030			rs8005172-T	rs8005172	0	8005172	intron_variant	0	NR	6E-10	9.221848749616356		0.086	[0.059-0.113] unit increase	Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	20q11.21	20	31833121	MYLK2	MYLK2			ENSG00000101306			rs6060983-T	rs6060983	0	6060983	intron_variant	0	NR	6E-7	6.221848749616356		0.0767	[0.047-0.107] unit increase	Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	21q22.13	21	37398228	DYRK1A	DYRK1A			ENSG00000157540			rs11701722-T	rs11701722	0	11701722	intron_variant	0	NR	5E-8	7.301029995663981		0.083	[0.053-0.113] unit decrease	Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	21q22.3	21	44406603	TRPM2	TRPM2			ENSG00000142185			rs56379273-A	rs56379273	0	56379273	missense_variant	0	NR	9E-8	7.045757490560675		0.3655	[0.23-0.5] unit increase	Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	8p23.1	8	8450156	SGK223	LINC02950			ENSG00000254153			rs2979160-A	rs2979160	0	2979160	intron_variant	0	NR	3E-6	5.522878745280337				Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2021-01-26	32201043	Smeland OB	2020-02-08	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32201043	Genome-wide Association Analysis of Parkinson's Disease and Schizophrenia Reveals Shared Genetic Architecture and Identifies Novel Risk Loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	NA	6p22.1	6	27708530	RSL24D1P1	LINC01012			ENSG00000281706			rs9468195-A	rs9468195	0	9468195	intron_variant	0	NR	2E-9	8.698970004336019				Illumina [NR]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010991	Genome-wide genotyping array
2014-10-21	24511991	Hill-Burns EM	2014-02-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/24511991	Identification of a novel Parkinson's disease locus via stratified genome-wide association study.	Parkinson's disease	1,565 European ancestry sproadic Parkinson's disease cases, 435 European ancestry familial Parkinson's disease cases, 1,986 European ancestry controls	1,528 European ancestry sporadic Parkinson's disease cases, 707 European ancestry familial Parkinson's disease cases, 796 European ancestry controls	1p21.2	1	101414449	HUSEYO	LINC01307 - LINC01709	ENSG00000231671	ENSG00000226715		24146	225060	rs2338971-C	rs2338971	0	2338971	intergenic_variant	1	0.773	4E-10	9.397940008672037	(Sporadic)	1.35	[1.27-1.43]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002353	Genome-wide genotyping array
2014-10-21	24511991	Hill-Burns EM	2014-02-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/24511991	Identification of a novel Parkinson's disease locus via stratified genome-wide association study.	Parkinson's disease	1,565 European ancestry sproadic Parkinson's disease cases, 435 European ancestry familial Parkinson's disease cases, 1,986 European ancestry controls	1,528 European ancestry sporadic Parkinson's disease cases, 707 European ancestry familial Parkinson's disease cases, 796 European ancestry controls	4q22.1	4	89720189	SNCA	SNCA			ENSG00000145335			rs356220-T	rs356220	0	356220	intron_variant	0	0.364	1E-9	9.0	(Sporadic)	1.37	[1.23-1.51]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002353	Genome-wide genotyping array
2014-10-21	24511991	Hill-Burns EM	2014-02-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/24511991	Identification of a novel Parkinson's disease locus via stratified genome-wide association study.	Parkinson's disease	1,565 European ancestry sproadic Parkinson's disease cases, 435 European ancestry familial Parkinson's disease cases, 1,986 European ancestry controls	1,528 European ancestry sporadic Parkinson's disease cases, 707 European ancestry familial Parkinson's disease cases, 796 European ancestry controls	4q22.1	4	89720189	SNCA	SNCA			ENSG00000145335			rs356220-T	rs356220	0	356220	intron_variant	0	0.364	3E-11	10.522878745280337		1.38	[1.24-1.52]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002353	Genome-wide genotyping array
2014-10-21	24511991	Hill-Burns EM	2014-02-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/24511991	Identification of a novel Parkinson's disease locus via stratified genome-wide association study.	Parkinson's disease	1,565 European ancestry sproadic Parkinson's disease cases, 435 European ancestry familial Parkinson's disease cases, 1,986 European ancestry controls	1,528 European ancestry sporadic Parkinson's disease cases, 707 European ancestry familial Parkinson's disease cases, 796 European ancestry controls	6p21.32	6	32441753	HLA	HLA-DRA			ENSG00000204287			rs3129882-G	rs3129882	0	3129882	intron_variant	0	0.395	3E-8	7.522878745280337		1.31	[1.19-1.43]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002353	Genome-wide genotyping array
2014-10-21	24511991	Hill-Burns EM	2014-02-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/24511991	Identification of a novel Parkinson's disease locus via stratified genome-wide association study.	Parkinson's disease	1,565 European ancestry sproadic Parkinson's disease cases, 435 European ancestry familial Parkinson's disease cases, 1,986 European ancestry controls	1,528 European ancestry sporadic Parkinson's disease cases, 707 European ancestry familial Parkinson's disease cases, 796 European ancestry controls	6p21.32	6	32441753	HLA	HLA-DRA			ENSG00000204287			rs3129882-G	rs3129882	0	3129882	intron_variant	0	0.395	5E-10	9.301029995663981	(Sporadic)	1.38	[1.24-1.52]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002353	Genome-wide genotyping array
2014-10-21	24511991	Hill-Burns EM	2014-02-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/24511991	Identification of a novel Parkinson's disease locus via stratified genome-wide association study.	Parkinson's disease	1,565 European ancestry sproadic Parkinson's disease cases, 435 European ancestry familial Parkinson's disease cases, 1,986 European ancestry controls	1,528 European ancestry sporadic Parkinson's disease cases, 707 European ancestry familial Parkinson's disease cases, 796 European ancestry controls	17q21.31	17	46788237	MAPT	WNT3			ENSG00000108379			rs199498-T	rs199498	0	199498	intron_variant	0	0.764	2E-6	5.698970004336019		1.35	[1.25-1.45]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002353	Genome-wide genotyping array
2014-10-21	24511991	Hill-Burns EM	2014-02-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/24511991	Identification of a novel Parkinson's disease locus via stratified genome-wide association study.	Parkinson's disease	1,565 European ancestry sproadic Parkinson's disease cases, 435 European ancestry familial Parkinson's disease cases, 1,986 European ancestry controls	1,528 European ancestry sporadic Parkinson's disease cases, 707 European ancestry familial Parkinson's disease cases, 796 European ancestry controls	17q21.31	17	46788237	MAPT	WNT3			ENSG00000108379			rs199498-T	rs199498	0	199498	intron_variant	0	0.764	8E-7	6.096910013008056	(Familial)	1.69	[1.57-1.81]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002353	Genome-wide genotyping array
2014-10-21	24511991	Hill-Burns EM	2014-02-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/24511991	Identification of a novel Parkinson's disease locus via stratified genome-wide association study.	Parkinson's disease	1,565 European ancestry sproadic Parkinson's disease cases, 435 European ancestry familial Parkinson's disease cases, 1,986 European ancestry controls	1,528 European ancestry sporadic Parkinson's disease cases, 707 European ancestry familial Parkinson's disease cases, 796 European ancestry controls	1p21.2	1	101414449	HUSEYO	LINC01307 - LINC01709	ENSG00000231671	ENSG00000226715		24146	225060	rs2338971-C	rs2338971	0	2338971	intergenic_variant	1	0.773	5E-10	9.301029995663981		1.32	[1.26-1.38]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002353	Genome-wide genotyping array
2013-12-20	23793441	Davis MF	2013-06-21	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23793441	Parkinson disease loci in the mid-western Amish.	Parkinson's disease	31 Amish cases, 767 Amish controls	NA	11q21	11	96375264	CCDC82	CCDC82			ENSG00000149231			rs7118648-G	rs7118648	0	7118648	intron_variant	0	0.03	2E-7	6.698970004336019				Affymetrix [622812]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002077	Genome-wide genotyping array
2013-12-20	23793441	Davis MF	2013-06-21	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23793441	Parkinson disease loci in the mid-western Amish.	Parkinson's disease	31 Amish cases, 767 Amish controls	NA	15q25.1	15	81334384	TMC3	TMC3-AS1, TMC3			ENSG00000259343, ENSG00000188869			rs3935740-T	rs3935740	0	3935740	intron_variant	0	0.08	2E-7	6.698970004336019				Affymetrix [622812]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002077	Genome-wide genotyping array
2013-12-20	23793441	Davis MF	2013-06-21	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23793441	Parkinson disease loci in the mid-western Amish.	Parkinson's disease	31 Amish cases, 767 Amish controls	NA	10q22.1	10	69820364	COL13A1	COL13A1			ENSG00000197467			rs17497526-G	rs17497526	0	17497526	intron_variant	0	0.15	6E-7	6.221848749616356				Affymetrix [622812]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002077	Genome-wide genotyping array
2011-09-14	21812969	Liu X	2011-08-03	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21812969	Genome-wide association study identifies candidate genes for Parkinson's disease in an Ashkenazi Jewish population.	Parkinson's disease	268 Ashkenazi Jewish cases, 178 Ashkenazi Jewish controls	1,782 European ancestry cases, 1,658 European ancestry controls	17q21.31	17	46710944	NSF	NSF			ENSG00000073969			rs183211-T	rs183211	0	183211	intron_variant	0	0.24	3E-7	6.522878745280337				Illumina [525124]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001189	Genome-wide genotyping array
2011-09-14	21812969	Liu X	2011-08-03	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21812969	Genome-wide association study identifies candidate genes for Parkinson's disease in an Ashkenazi Jewish population.	Parkinson's disease	268 Ashkenazi Jewish cases, 178 Ashkenazi Jewish controls	1,782 European ancestry cases, 1,658 European ancestry controls	9p13.3	9	35269822	UNC13B	UNC13B			ENSG00000198722			rs10121009-A	rs10121009	0	10121009	intron_variant	0	0.21	3E-6	5.522878745280337				Illumina [525124]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001189	Genome-wide genotyping array
2011-09-14	21812969	Liu X	2011-08-03	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21812969	Genome-wide association study identifies candidate genes for Parkinson's disease in an Ashkenazi Jewish population.	Parkinson's disease	268 Ashkenazi Jewish cases, 178 Ashkenazi Jewish controls	1,782 European ancestry cases, 1,658 European ancestry controls	17q21.31	17	46781778	WNT3	WNT3			ENSG00000108379			rs415430-T	rs415430	0	415430	intron_variant	0	0.786	7E-7	6.154901959985743				Illumina [525124]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001189	Genome-wide genotyping array
2019-02-20	30338293	Wallen ZD	2018-10-05	Neurol Genet	www.ncbi.nlm.nih.gov/pubmed/30338293	Plasticity-related gene 3 (LPPR1) and age at diagnosis of Parkinson disease.	Parkinson's disease (age at diagnosis)	1,950 European ancestry cases	726 European ancestry cases	9q31.1	9	101115169	LPPR1	PLPPR1			ENSG00000148123			rs73656147-?	rs73656147	0	73656147	intron_variant	0	NR	9E-9	8.045757490560675		4.08	[0.70-7.45] years decrease	Illumina [8500000] (imputed)	N	age at diagnosis, Parkinson disease	http://www.ebi.ac.uk/efo/EFO_0004918, http://purl.obolibrary.org/obo/MONDO_0005180	GCST007198	Genome-wide genotyping array
2010-09-22	20711177	Hamza TH	2010-08-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20711177	Common genetic variation in the HLA region is associated with late-onset sporadic Parkinson's disease.	Parkinson's disease	2,000 European ancestry cases, 1,986 European ancestry controls	Up to 1,447 cases, 1,468 controls	4q22.1	4	89720189	SNCA	SNCA			ENSG00000145335			rs356220-T	rs356220	0	356220	intron_variant	0	0.36	3E-11	10.522878745280337		1.38	[1.25-1.52]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000772	Genome-wide genotyping array
2010-09-22	20711177	Hamza TH	2010-08-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20711177	Common genetic variation in the HLA region is associated with late-onset sporadic Parkinson's disease.	Parkinson's disease	2,000 European ancestry cases, 1,986 European ancestry controls	Up to 1,447 cases, 1,468 controls	4p16.3	4	864544	GAK	GAK			ENSG00000178950			rs11248051-T	rs11248051	0	11248051	intron_variant	0	0.09	3E-9	8.522878745280337		1.46	[1.29-1.65]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000772	Genome-wide genotyping array
2010-09-22	20711177	Hamza TH	2010-08-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20711177	Common genetic variation in the HLA region is associated with late-onset sporadic Parkinson's disease.	Parkinson's disease	2,000 European ancestry cases, 1,986 European ancestry controls	Up to 1,447 cases, 1,468 controls	17q21.31	17	46751565	MAPT	NSF			ENSG00000073969			rs199533-C	rs199533	0	199533	synonymous_variant	0	0.78	1E-6	6.0		1.35	[1.19-1.52]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000772	Genome-wide genotyping array
2010-09-22	20711177	Hamza TH	2010-08-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20711177	Common genetic variation in the HLA region is associated with late-onset sporadic Parkinson's disease.	Parkinson's disease	2,000 European ancestry cases, 1,986 European ancestry controls	Up to 1,447 cases, 1,468 controls	6p21.32	6	32441753	HLA-DRA	HLA-DRA			ENSG00000204287			rs3129882-G	rs3129882	0	3129882	intron_variant	0	0.40	2E-10	9.698970004336019		1.26	[1.17-1.35]	Illumina [811597]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000772	Genome-wide genotyping array
2008-06-16	17052657	Fung HC	2006-09-28	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/17052657	Genome-wide genotyping in Parkinson's disease and neurologically normal controls: first stage analysis and public release of data.	Parkinson's disease	267 European ancestry cases, 270 European ancestry controls	NA	10q11.21	10	44665661	intergenic	RPL9P21 - TMEM72-AS1	ENSG00000214089	ENSG00000224812		250508	127458	rs1480597-?	rs1480597	0	1480597	intergenic_variant	1	NR	2E-6	5.698970004336019		2.5	[1.67-3.33]	Illumina [408803]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000005	Genome-wide genotyping array
2008-06-16	17052657	Fung HC	2006-09-28	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/17052657	Genome-wide genotyping in Parkinson's disease and neurologically normal controls: first stage analysis and public release of data.	Parkinson's disease	267 European ancestry cases, 270 European ancestry controls	NA	4q13.2	4	67581531	BRDG1	STAP1			ENSG00000035720			rs2242330-?	rs2242330	0	2242330	intron_variant	0	NR	2E-6	5.698970004336019		2.0	[1.43-2.50]	Illumina [408803]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000005	Genome-wide genotyping array
2008-06-16	17052657	Fung HC	2006-09-28	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/17052657	Genome-wide genotyping in Parkinson's disease and neurologically normal controls: first stage analysis and public release of data.	Parkinson's disease	267 European ancestry cases, 270 European ancestry controls	NA	11q14.1	11	84706803	DLG2	DLG2			ENSG00000150672			rs10501570-?	rs10501570	0	10501570	intron_variant	0	NR	7E-6	5.154901959985743		5.0	[2.00-12.50]	Illumina [408803]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000005	Genome-wide genotyping array
2008-06-16	16252231	Maraganore DM	2005-09-09	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/16252231	High-resolution whole-genome association study of Parkinson disease.	Parkinson's disease	381 European ancestry cases, 363 European ancestry controls, 62 cases,79 controls, 1 Asian ancestry control from 443 sibships	269 European ancestry cases, 272 European ancestry controls, 62 cases, 60 controls, 1 Asian ancestry case	5p15.31	5	9332169	SEMA5A	SEMA5A			ENSG00000112902			rs7702187-?	rs7702187	0	7702187	intron_variant	0	NR	8E-6	5.096910013008056		1.74	[1.36-2.24]	Perlegen [198345]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000002	Genome-wide genotyping array
2009-12-10	19915576	Satake W	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915576	Genome-wide association study identifies common variants at four loci as genetic risk factors for Parkinson's disease.	Parkinson's disease	988 Japanese ancestry cases, 2,521 Japanese ancestry controls	933 Japanese ancestry cases, 15,753 Japanese ancestry controls	4q22.1	4	89718364	SNCA	SNCA			ENSG00000145335			rs11931074-?	rs11931074	0	11931074	intron_variant	0	NR	7E-17	16.154901959985743		1.37	[1.27-1.48]	Illumina [435470]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000530	Genome-wide genotyping array
2009-12-10	19915576	Satake W	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915576	Genome-wide association study identifies common variants at four loci as genetic risk factors for Parkinson's disease.	Parkinson's disease	988 Japanese ancestry cases, 2,521 Japanese ancestry controls	933 Japanese ancestry cases, 15,753 Japanese ancestry controls	4p15.32	4	15736314	BST1	BST1			ENSG00000109743			rs4538475-?	rs4538475	0	4538475	intron_variant	0	NR	3E-9	8.522878745280337		1.24	[1.16-1.34]	Illumina [435470]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000530	Genome-wide genotyping array
2009-12-10	19915576	Satake W	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915576	Genome-wide association study identifies common variants at four loci as genetic risk factors for Parkinson's disease.	Parkinson's disease	988 Japanese ancestry cases, 2,521 Japanese ancestry controls	933 Japanese ancestry cases, 15,753 Japanese ancestry controls	12q12	12	40034759	LRRK2	SLC2A13			ENSG00000151229			rs1994090-?	rs1994090	0	1994090	intron_variant	0	NR	3E-8	7.522878745280337		1.39	[1.24-1.56]	Illumina [435470]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000530	Genome-wide genotyping array
2009-12-10	19915576	Satake W	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915576	Genome-wide association study identifies common variants at four loci as genetic risk factors for Parkinson's disease.	Parkinson's disease	988 Japanese ancestry cases, 2,521 Japanese ancestry controls	933 Japanese ancestry cases, 15,753 Japanese ancestry controls	1q32.1	1	205783537	SLC45A3, PARK16, PM20D1, NUCKS1, RAB7L1, SLC41A1	RAB29 - SLC41A1	ENSG00000117280	ENSG00000133065		8055	5557	rs947211-?	rs947211	0	947211	non_coding_transcript_exon_variant	1	NR	2E-12	11.698970004336019		1.3	[1.21-1.39]	Illumina [435470]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000530	Genome-wide genotyping array
2008-12-09	18985386	Pankratz N	2008-11-06	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/18985386	Genomewide association study for susceptibility genes contributing to familial Parkinson disease.	Parkinson's disease (familial)	1,119 European ancestry cases, 1,127 European ancestry controls	NA	4p16.3	4	858525	GAK, DGKQ	GAK			ENSG00000178950			rs1564282-T	rs1564282	0	1564282	intron_variant	0	0.09	7E-7	6.154901959985743		1.7	[NR]	Illumina [328189]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000261	Genome-wide genotyping array
2010-02-05	20070850	Edwards TL	2010-01-13	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20070850	Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.	Parkinson's disease	1,752 European ancestry cases, 1,745 European ancestry controls	NA	17q21.31	17	45436075	MAPT, PLEKHM1, IMP5	PLEKHM1			ENSG00000225190			rs11012-T	rs11012	0	11012	3_prime_UTR_variant	0	NR	6E-8	7.221848749616356		1.43	[1.27-1.61]	Illumina [495715] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000567	Genome-wide genotyping array
2010-02-05	20070850	Edwards TL	2010-01-13	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20070850	Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.	Parkinson's disease	1,752 European ancestry cases, 1,745 European ancestry controls	NA	1p36.13	1	18813023	TAS1R2	PAX7 - TAS1R2	ENSG00000009709	ENSG00000179002		64157	26576	rs12063142-?	rs12063142	0	12063142	intergenic_variant	1	NR	5E-7	6.301029995663981				Illumina [495715] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000567	Genome-wide genotyping array
2010-02-05	20070850	Edwards TL	2010-01-13	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20070850	Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.	Parkinson's disease	1,752 European ancestry cases, 1,745 European ancestry controls	NA	9q33.1	9	119297431	DBC1	BRINP1			ENSG00000078725			rs4837628-A	rs4837628	0	4837628	intron_variant	0	NR	1E-6	6.0		1.27	[1.15-1.39]	Illumina [495715] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000567	Genome-wide genotyping array
2010-02-05	20070850	Edwards TL	2010-01-13	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20070850	Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.	Parkinson's disease	1,752 European ancestry cases, 1,745 European ancestry controls	NA	4p16.3	4	970571	DGKQ	DGKQ			ENSG00000145214			rs11248060-?	rs11248060	0	11248060	intron_variant	0	NR	2E-6	5.698970004336019				Illumina [495715] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000567	Genome-wide genotyping array
